label,component_1,component_2
Base,-0.0,0.0
Q1,0.01906725469925197,0.020712771329304366
Q2,0.6847751443469905,0.03081007088093191
Q3,1.302447051233038,0.017257186930251744
Q4,1.7854789886449625,-0.008956877674339418
Q5,2.053364667971898,-0.04370236653585339
V1,0.00965603653974947,0.16905335214125636
V2,0.01730781585582891,0.3337537489783601
V3,0.02336399245026404,0.47843272937336695
V4,0.03018387067367837,0.5950389723207987
V5,0.03618850246417117,0.6966887281212375
